2 5
11111111 00000000 FooBarBaz
01101000 10010111 FooBarBaz
1 2
permit 1?1?1??? 0?0?0???
11111111 00000000 FooBarBaz
10101000 01010111 FooBarBaz
1 2
permit ??1?1??? ??0?0???
11111111 00000000 FooBarBaz
00101000 11010111 FooBarBaz
1 2
permit 11??1??? 00??0???
11111111 00000000 FooBarBaz
11001000 00110111 FooBarBaz
1 2
permit ?1??1??? ?0??0???
11111111 00000000 FooBarBaz
01001000 10110111 FooBarBaz
1 2
permit 1???1??? 0???0???
11111111 00000000 FooBarBaz
10001000 01110111 FooBarBaz
1 2
permit ????1??? ????0???
11111111 00000000 FooBarBaz
00001000 11110111 FooBarBaz
1 2
permit 1111???? 0000????
11111111 00000000 FooBarBaz
11110000 00001111 FooBarBaz
1 2
permit ?111???? ?000????
11111111 00000000 FooBarBaz
01110000 10001111 FooBarBaz
1 2
permit 1?11???? 0?00????
11111111 00000000 FooBarBaz
10110000 01001111 FooBarBaz
1 2
permit ??11???? ??00????
11111111 00000000 FooBarBaz
00110000 11001111 FooBarBaz
1 2
permit 11?1???? 00?0????
11111111 00000000 FooBarBaz
11010000 00101111 FooBarBaz
1 2
permit ?1?1???? ?0?0????
11111111 00000000 FooBarBaz
01010000 10101111 FooBarBaz
1 2
permit 1??1???? 0??0????
11111111 00000000 FooBarBaz
10010000 01101111 FooBarBaz
1 2
permit ???1???? ???0????
11111111 00000000 FooBarBaz
00010000 11101111 FooBarBaz
1 2
permit 111????? 000?????
11111111 00000000 FooBarBaz
11100000 00011111 FooBarBaz
1 2
permit ?11????? ?00?????
11111111 00000000 FooBarBaz
01100000 10011111 FooBarBaz
1 2
permit 1?1????? 0?0?????
11111111 00000000 FooBarBaz
10100000 01011111 FooBarBaz
1 2
permit ??1????? ??0?????
11111111 00000000 FooBarBaz
00100000 11011111 FooBarBaz
1 2
permit 11?????? 00??????
11111111 00000000 FooBarBaz
11000000 00111111 FooBarBaz
1 2
permit ?1?????? ?0??????
11111111 00000000 FooBarBaz
01000000 10111111 FooBarBaz
1 2
permit 1??????? 0???????
11111111 00000000 FooBarBaz
10000000 01111111 FooBarBaz
1 2
permit ???????? ????????
11111111 00000000 FooBarBaz
00000000 11111111 FooBarBaz
0 0
